Titulo;Autor;Interprete;Tom;Categoria;Categoria rotulo;Link da letra;Link da cifra;Link de referencia;Observacao;Ativo
180 GRAUS;Ministério Missionário Shalom;Ministério Missionário Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/missionario-shalom/180-graus/;https://www.cifraclub.com.br/missionario-shalom/180-graus/;https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+180+Graus;Pós-comunhão / oração / ação de graças;Sim
A BÍBLIA É A PALAVRA DE DEUS;;;;ENTRADA;Entrada;;;;Entrada / Palavra de Deus;Sim
A BÍBLIA É COMUNICAÇÃO;Músicas Católicas;Músicas Católicas;Cm;FINAL;Final;https://www.cifraclub.com.br/catolicas/a-biblia-comunicacao/;https://www.cifraclub.com.br/catolicas/a-biblia-comunicacao/;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+A+B%C3%8DBLIA+%C3%89+COMUNICA%C3%87%C3%83O;Canto final / missão e anúncio da Palavra;Sim
A CHAVE DO CORAÇÃO;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/a-chave-do-coracao/;https://www.cifraclub.com.br/adriana/a-chave-do-coracao/;https://www.youtube.com/results?search_query=Adriana+Arydes+A+Chave+do+Coração;Pós-comunhão / oração / ação de graças;Sim
A CRUZ SAGRADA;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/a-cruz-sagrada/;https://www.cifraclub.com.br/cancao-nova/a-cruz-sagrada/;https://www.youtube.com/results?search_query=Canção+Nova+A+Cruz+Sagrada;Pós-comunhão / oração / ação de graças;Sim
A CRUZ SAGRADA SEJA A MINHA LUZ;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/a-cruz-sagrada-seja-a-minha-luz/;https://www.cifraclub.com.br/cancao-nova/a-cruz-sagrada-seja-a-minha-luz/;https://www.youtube.com/results?search_query=Canção+Nova+A+Cruz+Sagrada+Seja+a+Minha+Luz;Pós-comunhão / oração / ação de graças;Sim
A ELE A GLÓRIA;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/a-ele-a-gloria/;https://www.cifraclub.com.br/cancao-nova/a-ele-a-gloria/;https://www.youtube.com/results?search_query=Canção+Nova+A+Ele+a+Glória;Pós-comunhão / oração / ação de graças;Sim
A FORÇA DA EUCARISTIA;Ir. Míria T. Kolling;Ir. Míria T. Kolling;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=czSDh21BdEQ;Comunhão / força da Eucaristia;Sim
A MESA SANTA;Almir Dos Reis;CNBB;B;OFERTORIO;Apresentação das Oferendas;https://www.cifraclub.com.br/cnbb/a-mesa-santa/;https://www.cifraclub.com.br/cnbb/a-mesa-santa/;;Apresentação das oferendas / Pão, vinho, trabalho e vida;Sim
A MISSA TERMINOU;Pe. José Fernandes;Músicas Católicas;A;FINAL;Final;https://www.cifraclub.com.br/catolicas/a-missa-terminou/;https://www.cifraclub.com.br/catolicas/a-missa-terminou/;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+A+MISSA+TERMINOU;"Canto final / envio missionário; a celebração termina e começa a missão";Sim
A MORTE JÁ NÃO MATA MAIS;Waldeci Farias;Waldeci Farias;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Todos os Santos;Sim
A NÓS DESCEI, DIVINA LUZ;Reginaldo Veloso;CNBB / Música Litúrgica;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/watch?v=UcAo7Nzf-mg;Pentecostes / invocação ao Espírito Santo;Sim
A OFERTA DE MARIA;Ministério Amor e Adoração;Ministério Amor e Adoração;;OFERTORIO;Apresentação das Oferendas;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/a-oferta-de-maria/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/a-oferta-de-maria/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+A+Oferta+de+Maria;Apresentação das oferendas;Sim
A OVELHA SOU EU;Toca de Assis;Toca de Assis;;ATO_PENITENCIAL;Ato Penitencial;;;;Reconciliação / ato penitencial;Sim
A PALAVRA DE DEUS NOS CONVIDA;;;;ENTRADA;Entrada;;;;Entrada / Palavra de Deus;Sim
A PAZ;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/a-paz/;https://www.cifraclub.com.br/cancao-nova/a-paz/;https://www.youtube.com/results?search_query=Canção+Nova+A+Paz;Pós-comunhão / oração / ação de graças;Sim
A PORTA DO CÉU;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/a-porta-do-ceu/;https://www.cifraclub.com.br/comunidade-catolica-shalom/a-porta-do-ceu/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+A+Porta+do+Céu;Pós-comunhão / oração / ação de graças;Sim
A PROCURA;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/a-procura/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/a-procura/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+A+Procura;Pós-comunhão / oração / ação de graças;Sim
A SANTIDADE EU VOU BUSCAR;Ministério Missionário Shalom;Ministério Missionário Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/missionario-shalom/a-santidade-eu-vou-buscar/;https://www.cifraclub.com.br/missionario-shalom/a-santidade-eu-vou-buscar/;https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+A+Santidade+Eu+Vou+Buscar;Pós-comunhão / oração / ação de graças;Sim
A SÓS CONTIGO;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/a-sos-contigo/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/a-sos-contigo/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+A+Sós+Contigo;Pós-comunhão / oração / ação de graças;Sim
A TERRA AMIGA;"Frei José Moacyr Cadenassi, OFMCap; música: Frei José Luiz Prim, OFM";Frei José Luiz Prim, OFM;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Celebrações marianas;Sim
A TERRA APAVORADA EMUDECEU;Frei Joel Postma, OFM;Frei Joel Postma, OFM;;COMUNHAO;Comunhão;;;;Comunhão / Ascensão do Senhor;Sim
A TREZE DE MAIO;Repertório católico tradicional;Músicas Católicas;;MARIANA;Mariana;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+A+TREZE+DE+MAIO;Mariana / Nossa Senhora de Fátima;Sim
A TUA TERNURA;Comunidade Católica Shalom;Comunidade Católica Shalom;Ab;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/a-tua-ternura/;https://www.cifraclub.com.br/comunidade-catolica-shalom/a-tua-ternura/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+A+Tua+Ternura;Pós-comunhão / oração / ação de graças;Sim
A VIDA DOS JUSTOS;"Graduale Romanum; Liturgia das Horas; música: Fr. Joel Postma, OFM";Fr. Joel Postma, OFM;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Todos os Santos / Fiéis Defuntos;Sim
A VOSSA GRAÇA;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/a-vossa-graca/;https://www.cifraclub.com.br/cancao-nova/a-vossa-graca/;https://www.youtube.com/results?search_query=Canção+Nova+A+Vossa+Graça;Pós-comunhão / oração / ação de graças;Sim
A VÓS, SENHOR, APRESENTAMOS;Elvira Dordlom;CNBB;Ab;OFERTORIO;Apresentação das Oferendas;https://www.cifraclub.com.br/cnbb/a-vos-senhor-apresentamos/;https://www.cifraclub.com.br/cnbb/a-vos-senhor-apresentamos/;;Apresentação das oferendas / Pão, vinho e Salmo 115;Sim
ABRAÇO DE PAI;Adriana Arydes;Adriana Arydes;A;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/abraco-de-pai/;https://www.cifraclub.com.br/adriana/abraco-de-pai/;;Oração / misericórdia / ação de graças;Sim
ABRAÇO ETERNO;Padre Fábio de Melo;Padre Fábio de Melo;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/pe-fabio-de-melo/abraco-eterno/;https://www.cifraclub.com.br/pe-fabio-de-melo/abraco-eterno/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Abraço+Eterno;Pós-comunhão / oração / ação de graças;Sim
ABRO AS PORTAS;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/abro-as-portas/;https://www.cifraclub.com.br/comunidade-catolica-shalom/abro-as-portas/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Abro+as+Portas;Pós-comunhão / oração / ação de graças;Sim
ACALMA MINHA TEMPESTADE;Frei Gilson;Frei Gilson;G;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.letras.mus.br/frei-gilson/3107418/;https://www.cifraclub.com.br/frei-gilson/acalma-minha-tempestade/;;Oração / confiança;Sim
ACEITA, SENHOR, COM PRAZER;"Reginaldo Veloso; música: Daniel De Angeles";CNBB / Música Litúrgica;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Quaresma;Sim
ACLAMAÇÃO AO EVANGELHO - ADVENTO;Católica;Músicas Católicas;Gm;ACLAMACAO;Aclamação ao Evangelho;https://www.cifraclub.com.br/catolicas/aclamacao-ao-evangelho-advento/;https://www.cifraclub.com.br/catolicas/aclamacao-ao-evangelho-advento/;;Aclamação ao Evangelho própria para o Advento;Sim
ADORAR-TE, SENHOR;Comunidade Católica Shalom;Comunidade Católica Shalom;;ADORACAO;Adoração;;;https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+ADORAR-TE%2C+SENHOR;Adoração / louvor;Sim
ADORAÇÃO;"Renato Borges Neto; Gustavo Osterno";Comunidade Católica Shalom;E;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/adoracao/;https://www.cifraclub.com.br/comunidade-catolica-shalom/adoracao/;https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+ADORA%C3%87%C3%83O;Pós-comunhão / adoração;Sim
AGNUS DEI;Comunidade Católica Shalom;Comunidade Católica Shalom;;CORDEIRO;Cordeiro de Deus;https://www.cifraclub.com.br/comunidade-catolica-shalom/agnus-dei/;https://www.cifraclub.com.br/comunidade-catolica-shalom/agnus-dei/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Agnus+Dei;Cordeiro de Deus;Sim
ALEGRES VAMOS À CASA DO PAI;;;;ENTRADA;Entrada;;;;Entrada / reunião da assembleia;Sim
ALELUIA;Ministério Amor e Adoração;Ministério Amor e Adoração;;ACLAMACAO;Aclamação ao Evangelho;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/aleluia/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/aleluia/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Aleluia;Aclamação / Palavra;Sim
ALELUIA - ACLAMAÇÃO AO EVANGELHO;Canção Nova;Canção Nova;;ACLAMACAO;Aclamação ao Evangelho;https://www.cifraclub.com.br/cancao-nova/aleluia-aclamacao-ao-evangelho/;https://www.cifraclub.com.br/cancao-nova/aleluia-aclamacao-ao-evangelho/;https://www.youtube.com/results?search_query=Canção+Nova+Aleluia+-+Aclamação+ao+Evangelho;Aclamação / Palavra;Sim
ALELUIA, ACLAMEMOS A PALAVRA DO SENHOR;Músicas Católicas;Músicas Católicas;Cm;ACLAMACAO;Aclamação ao Evangelho;https://www.cifraclub.com.br/catolicas/aleluia-aclamemos-a-palavra-do-senhor/;https://www.cifraclub.com.br/catolicas/aleluia-aclamemos-a-palavra-do-senhor/;;Aclamação ao Evangelho / uso geral fora da Quaresma;Sim
ALELUIA, ALELUIA! VAMOS ACLAMAR O EVANGELHO;Músicas Católicas;Músicas Católicas;A;ACLAMACAO;Aclamação ao Evangelho;https://www.cifraclub.com.br/catolicas/aleluia-aleluia-vamos-aclamar-o-evangelho-a-aleluia/;https://www.cifraclub.com.br/catolicas/aleluia-aleluia-vamos-aclamar-o-evangelho-a-aleluia/;;Aclamação ao Evangelho / uso geral fora da Quaresma;Sim
ALELUIA, EU SOU O PÃO DA VIDA;Pe. José Weber, SVD;Pe. José Weber, SVD;;ACLAMACAO;Aclamação ao Evangelho;;;;"Aclamação ao Evangelho / Corpus Christi; referência no Hinário Litúrgico da CNBB";Sim
ALELUIA, EU SOU O PÃO VIVO;Ir. Janete Stürmer;Ir. Janete Stürmer;;ACLAMACAO;Aclamação ao Evangelho;;;https://www.youtube.com/watch?v=WWsl5DciSLs;Aclamação ao Evangelho / Corpus Christi;Sim
ALELUIA, EU TE LOUVO, Ó PAI SANTO;Reginaldo Veloso;Reginaldo Veloso;;ACLAMACAO;Aclamação ao Evangelho;;;;Aclamação ao Evangelho / Comemoração dos Fiéis Defuntos;Sim
ALELUIA, GLÓRIA AO PAI;Ir. Míria T. Kolling;Ir. Míria T. Kolling;;ACLAMACAO;Aclamação ao Evangelho;;;;Aclamação ao Evangelho / Santíssima Trindade;Sim
ALELUIA, MARIA É ELEVADA;"Valdeci Farias; José Acácio Santana";CNBB / Música Litúrgica;;ACLAMACAO;Aclamação ao Evangelho;;;;Aclamação ao Evangelho / Assunção de Nossa Senhora;Sim
ALELUIA, NÓS VOS ADORAMOS;Frei Fabreti, OFM;Frei Fabreti, OFM;;ACLAMACAO;Aclamação ao Evangelho;;;;Aclamação ao Evangelho / Exaltação da Santa Cruz;Sim
ALELUIA, VINDE A MIM;Reginaldo Veloso;Reginaldo Veloso;;ACLAMACAO;Aclamação ao Evangelho;;;;Aclamação ao Evangelho / Todos os Santos;Sim
ALELUIA, VINDE ESPÍRITO;Fr. Joel Postma;Fr. Joel Postma;;ACLAMACAO;Aclamação ao Evangelho;;;https://www.youtube.com/watch?v=7HdHVsBdE0w;Aclamação ao Evangelho / Pentecostes;Sim
ALELUIA, VINDE, ESPÍRITO SANTO;Frei Fabreti, OFM;Frei Fabreti, OFM;;ACLAMACAO;Aclamação ao Evangelho;;;https://www.youtube.com/watch?v=SlJDn4Tz-3c;Aclamação ao Evangelho / Pentecostes;Sim
ALELUIA, É ESTA A VONTADE DE QUEM ME ENVIOU;D.R.;D.R.;;ACLAMACAO;Aclamação ao Evangelho;;;;Aclamação ao Evangelho / Comemoração dos Fiéis Defuntos;Sim
ALGUÉM DO POVO EXCLAMA;Músicas Católicas;Músicas Católicas;G;ACLAMACAO;Aclamação ao Evangelho;https://www.cifraclub.com.br/catolicas/alguem-do-povo-exclama-aclamacao-do-evangelho/;https://www.cifraclub.com.br/catolicas/alguem-do-povo-exclama-aclamacao-do-evangelho/;;"Aclamação ao Evangelho / uso geral; conferir versículo com a celebração";Sim
ALMA DE CRISTO;Comunidade Católica Shalom;Comunidade Católica Shalom;C;COMUNHAO;Comunhão;https://www.cifraclub.com.br/comunidade-catolica-shalom/alma-de-cristo/;https://www.cifraclub.com.br/comunidade-catolica-shalom/alma-de-cristo/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Alma+de+Cristo;Comunhão / Eucaristia;Sim
AMADOS POR DEUS;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/amados-por-deus/;https://www.cifraclub.com.br/comunidade-catolica-shalom/amados-por-deus/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Amados+por+Deus;Pós-comunhão / oração / ação de graças;Sim
AMADOS POR DEUS / GLÓRIA SHALOM;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/amados-por-deus-gloria-shalom/;https://www.cifraclub.com.br/comunidade-catolica-shalom/amados-por-deus-gloria-shalom/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Amados+Por+Deus+/+Glória+Shalom;Pós-comunhão / oração / ação de graças;Sim
AMAR-TE MAIS;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/amar-te-mais/;https://www.cifraclub.com.br/davidson-silva/amar-te-mais/;https://www.youtube.com/results?search_query=Davidson+Silva+Amar-te+Mais;Pós-comunhão / oração / ação de graças;Sim
AMOR NÃO AMADO;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/amor-nao-amado/;https://www.cifraclub.com.br/comunidade-catolica-shalom/amor-nao-amado/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Amor+Não+Amado;Pós-comunhão / oração / ação de graças;Sim
AMÉM;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/amem/;https://www.cifraclub.com.br/comunidade-catolica-shalom/amem/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Amém;Pós-comunhão / oração / ação de graças;Sim
ANJOS DO SENHOR;Paulo Neto;Paulo Neto;;COMUNHAO;Comunhão;;;;Comunhão / Santos Arcanjos / Daniel 3;Sim
ANTÍFONAS DE ADORAÇÃO;Comunidade Católica Shalom;Comunidade Católica Shalom;;ADORACAO;Adoração;https://www.cifraclub.com.br/comunidade-catolica-shalom/antifonas-de-adoracao/;https://www.cifraclub.com.br/comunidade-catolica-shalom/antifonas-de-adoracao/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Antífonas+de+Adoração;Adoração;Sim
AO OUVIR TUA VOZ;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/ao-ouvir-tua-voz/;https://www.cifraclub.com.br/comunidade-catolica-shalom/ao-ouvir-tua-voz/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Ao+Ouvir+Tua+Voz;Pós-comunhão / oração / ação de graças;Sim
AOS MÚSICOS;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/aos-musicos/;https://www.cifraclub.com.br/cancao-nova/aos-musicos/;https://www.youtube.com/results?search_query=Canção+Nova+Aos+Músicos;Pós-comunhão / oração / ação de graças;Sim
APAIXONADO;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/apaixonado/;https://www.cifraclub.com.br/davidson-silva/apaixonado/;https://www.youtube.com/results?search_query=Davidson+Silva+Apaixonado;Pós-comunhão / oração / ação de graças;Sim
APRESSADAMENTE;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/apressadamente/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/apressadamente/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Apressadamente;Pós-comunhão / oração / ação de graças;Sim
AS MURALHAS;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/as-muralhas/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/as-muralhas/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+As+Muralhas;Pós-comunhão / oração / ação de graças;Sim
ATO PENITENCIAL - 3ª FÓRMULA DO ADVENTO;Missal Romano;Missal Romano;Dm;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/missal-romano/ato-penitencial-2-formula-do-advento/versao-2.html;https://www.cifraclub.com.br/missal-romano/ato-penitencial-2-formula-do-advento/versao-2.html;;Ato penitencial / Advento / reconciliação;Sim
ATO PENITENCIAL - SENHOR BOM PASTOR;Músicas Católicas;Músicas Católicas;Ab;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/catolicas/ato-penitencial-senhor-bom-pastor/;https://www.cifraclub.com.br/catolicas/ato-penitencial-senhor-bom-pastor/;https://www.youtube.com/watch?v=x4MKV8j-1DA;Ato penitencial / Bom Pastor;Sim
ATO PENITENCIAL - SENHOR QUE SOIS O CAMINHO;Missa;Missa;Eb;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/missa/ato-penitencial/;https://www.cifraclub.com.br/missa/ato-penitencial/;;Ato penitencial / Tempo Comum;Sim
ATO PENITENCIAL - TEMPO PASCAL - SENHOR QUE PELO ESPÍRITO SANTO;Músicas Católicas;Músicas Católicas;G;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/catolicas/melodia-ato-penitencial-pascoa-formula-3-senhor-que-pelo-espirito-santo/;https://www.cifraclub.com.br/catolicas/melodia-ato-penitencial-pascoa-formula-3-senhor-que-pelo-espirito-santo/;;Ato penitencial / Tempo Pascal;Sim
ATO PENITENCIAL - TEMPO PASCAL - SENHOR QUE SUBINDO AO CÉU;Marcus Vinícius Lima;Marcus Vinícius Lima;E;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/marcus-vinicius-lima/ato-penitencial-tempo-pascal-3-opcao-senhor-que-subindo-ao-ceu/;https://www.cifraclub.com.br/marcus-vinicius-lima/ato-penitencial-tempo-pascal-3-opcao-senhor-que-subindo-ao-ceu/;;Ato penitencial / Tempo Pascal;Sim
ATO PENITENCIAL DO ADVENTO;"Cláudio Santos; Jonas Rodrigues";Músicas Católicas;E;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/catolicas/ato-penitencial-do-advento/sjwhthm.html;https://www.cifraclub.com.br/catolicas/ato-penitencial-do-advento/sjwhthm.html;;Ato penitencial / Advento;Sim
ATO PENITENCIAL | KYRIE ELEISON;Canção Nova;Canção Nova;;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/cancao-nova/ato-penitencial-kyrie-eleison/;https://www.cifraclub.com.br/cancao-nova/ato-penitencial-kyrie-eleison/;https://www.youtube.com/results?search_query=Canção+Nova+Ato+Penitencial+|+Kyrie+Eleison;Ato penitencial;Sim
ATÉ OS CONFINS DA TERRA;Comunidade Católica Shalom;Comunidade Católica Shalom;;FINAL;Final;https://www.cifraclub.com.br/comunidade-catolica-shalom/ate-os-confins-da-terra/;https://www.cifraclub.com.br/comunidade-catolica-shalom/ate-os-confins-da-terra/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Até+Os+Confins+da+Terra;Envio / encerramento;Sim
AVE DE FÁTIMA;Repertório católico tradicional;Músicas Católicas;;MARIANA;Mariana;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+AVE+DE+F%C3%81TIMA;Mariana / Nossa Senhora de Fátima;Sim
AVE MARIA;Pe. Zezinho, SCJ;Padre Zezinho;;MARIANA;Mariana;;;https://www.youtube.com/results?search_query=Padre+Zezinho+AVE+MARIA;Mariana / Ave-Maria;Sim
AVE, RAINHA DO CÉU;"Liturgia das Horas; música: Pe. José Weber";Pe. José Weber;;FINAL;Final;;;https://www.youtube.com/results?search_query=Pe.+Jos%C3%A9+Weber+AVE%2C+RAINHA+DO+C%C3%89U;"Canto final / antífona mariana; indicada pela CNBB";Sim
AVE, RAINHA DO CÉU (VIRGEM MÃE, Ó MARIA);"Liturgia das Horas; música: D.R.";CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/results?search_query=CNBB+%2F+M%C3%BAsica+Lit%C3%BArgica+AVE%2C+RAINHA+DO+C%C3%89U+%28VIRGEM+M%C3%83E%2C+%C3%93+MARIA%29;Canto final / antífona mariana / Tempo Comum;Sim
BANQUETE ETERNO;Comunidade Católica Shalom;Comunidade Católica Shalom;;COMUNHAO;Comunhão;https://www.cifraclub.com.br/comunidade-catolica-shalom/banquete-eterno/;https://www.cifraclub.com.br/comunidade-catolica-shalom/banquete-eterno/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Banquete+Eterno;Comunhão / Eucaristia;Sim
BASTA UMA SÓ PALAVRA;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/basta-uma-so-palavra/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/basta-uma-so-palavra/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Basta+Uma+Só+Palavra;Pós-comunhão / oração / ação de graças;Sim
BELO AMOR DE DEUS;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/belo-amor-de-deus/;https://www.cifraclub.com.br/davidson-silva/belo-amor-de-deus/;https://www.youtube.com/results?search_query=Davidson+Silva+Belo+Amor+de+Deus;Pós-comunhão / oração / ação de graças;Sim
BELÍSSIMO ESPOSO;Comunidade Católica Shalom;Comunidade Católica Shalom;A;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/belissimo-esposo/;https://www.cifraclub.com.br/comunidade-catolica-shalom/belissimo-esposo/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Belíssimo+Esposo;Pós-comunhão / oração / ação de graças;Sim
BEM AVENTURADA ÉS;"Gradual Romano; música e adaptação: Gílson Celerino";Gílson Celerino;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Assunção / Imaculada Conceição;Sim
BEM AVENTURADOS;Padre Zezinho;Padre Zezinho;;ENTRADA;Entrada;;;;Entrada / bem-aventuranças;Sim
BENDEZEI O SENHOR NOS ALTOS CÉUS E NAS ALTURAS;Joseph Gelineau;Joseph Gelineau;;COMUNHAO;Comunhão;;;;Comunhão / Santos Arcanjos / Salmo 148;Sim
BENDIREI AO SENHOR DEUS;Canção Nova;Canção Nova;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/cancao-nova/bendirei-ao-senhor-deus/;https://www.cifraclub.com.br/cancao-nova/bendirei-ao-senhor-deus/;https://www.youtube.com/results?search_query=Canção+Nova+Bendirei+Ao+Senhor+Deus;Pós-comunhão / oração / ação de graças;Sim
BENDITO SEJA DEUS;D.R.;D.R.;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=KhD5qAJlX54;Entrada / Santíssima Trindade;Sim
BENDITO SEJA DEUS PAI;;;;ENTRADA;Entrada;;;;Entrada / louvor trinitário;Sim
BENDITO SEJA O NOME DO SENHOR;"Missal Romano; música: Pe. José Weber, SVD";Pe. José Weber, SVD;;OFERTORIO;Apresentação das Oferendas;;;;"Apresentação das oferendas / Ascensão; indicada quando cantada pelo presidente";Sim
